Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Balneário Camboriú ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;5.000.000;19406.000664/2006-38;4202008;Deferido ;09/11/2006;STN
Balneário Camboriú ;SC;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;6.272.679;17944.000565/2017-96;4202008;Deferido ;04/08/2017;STN
Balneário Gaivota  ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;800.000;17944.000425/2014-75;4202073;Deferido ;09/06/2014;STN
Balneário Gaivota  ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;90.000;19406.000109/2002-82;4202073;Deferido ;05/07/2002;STN
Balneário Gaivota  ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;295.128;19406.000205/2002-21;4202073;Deferido ;23/08/2002;STN
Balneário Gaivota  ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;500.000;19406.000553/2008-93;4202073;Deferido ;18/03/2009;STN
Balneário Gaivota  ;SC;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;5.000.000;PVL02.001102/2017-89;4202073;Deferido ;25/04/2018;Ins
Balneário Piçarras ;SC;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;900.000;00000.000000/0074-08;4212809;Devolvido;03/10/2011;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;800.000;17944.000481/2011-67;4212809;Deferido ;23/05/2011;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.250.000;17944.000587/2009-46;4212809;Deferido ;13/08/2009;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.000.000;17944.001145/2011-31;4212809;Deferido ;08/11/2011;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.350.000;17944.001423/2014-01;4212809;Arquivado;16/03/2015;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;900.000;17944.001672/2011-46;4212809;Deferido ;29/11/2011;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;505.000;19406.000013/2002-14;4212809;Deferido ;08/05/2002;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;90.000;19406.000014/2002-69;4212809;Deferido ;08/05/2002;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Desenvolvimento sustentável                   ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;120.000;19406.000015/2002-11;4212809;Deferido ;08/05/2002;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.500.000;19406.000020/2005-69;4212809;Deferido ;19/07/2005;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;100.000;19406.000179/2004-01;4212809;Deferido ;11/06/2004;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;950.000;19406.000180/2004-27;4212809;Deferido ;31/05/2004;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;1.820.000;19406.000228/2010-45;4212809;Deferido ;02/07/2010;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;383.700;19406.000306/2009-78;4212809;Deferido ;13/11/2009;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Fortalecimento Institucional                  ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;630.000;19406.000345/2009-75;4212809;Deferido ;23/09/2009;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;2.000.000;19406.000609/2007-29;4212809;Deferido ;14/01/2008;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;9.000.000;17944.000471/2015-55;4212809;Deferido ;21/07/2015;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;PNAFM                                         ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;450.000;17944.000571/2016-62;4212809;Deferido ;24/06/2016;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;4.100.000;17944.000572/2016-15;4212809;Deferido ;08/06/2016;STN
Balneário Piçarras ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;1.000.000;17944.000745/2016-97;4212809;Deferido ;24/06/2016;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;700.000;17944.000279/2012-16;4301636;Deferido ;24/04/2012;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.113.382,1;17944.001279/2011-52;4301636;Deferido ;13/12/2011;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;503.380;19406.000014/2005-10;4301636;Deferido ;17/01/2006;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;400.000;19406.000195/2009-08;4301636;Deferido ;08/03/2010;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;321.000;19406.000340/2010-86;4301636;Deferido ;13/12/2011;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;727.000;17944.000655/2016-04;4301636;Arquivado;11/10/2016;STN
Balneário Pinhal   ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;1.500.000;PVL02.001600/2017-21;4301636;Em retifi;02/08/2018;Ins
Balsa Nova         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;2.500.000;17944.000290/2014-48;4102307;Deferido ;11/03/2014;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.200.000;19406.000168/2003-31;4102307;Deferido ;20/11/2003;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;690.800;19406.000296/2008-90;4102307;Arquivado;12/09/2008;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;500.000;19406.000517/2006-68;4102307;Deferido ;17/08/2006;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco Regional de Desenvolvimento do Extremo;Real;1.247.000;19406.000667/2008-33;4102307;Arquivado;12/09/2008;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.000.000;17944.000715/2016-81;4102307;Deferido ;13/06/2016;STN
Balsa Nova         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.700.000;17944.000727/2017-96;4102307;Deferido ;05/09/2017;STN
Bálsamo            ;SP;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco Nossa Caixa S/A                       ;Real;126.750;17944.000628/2008-13;3504800;Arquivado;27/08/2008;STN
Bálsamo            ;SP;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;310.000;PVL02.000132/2018-59;3504800;Deferido ;03/05/2018;Ins
Bambuí             ;MG;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;380.250;17944.000214/2008-94;3105103;Deferido ;24/04/2008;STN
Bambuí             ;MG;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;825.000;17944.000336/2009-61;3105103;Arquivado;21/01/2010;STN
Bambuí             ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;3.000.000;17944.000525/2014-00;3105103;Deferido ;09/05/2014;STN
Bambuí             ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.881.605,8;17944.000795/2010-89;3105103;Deferido ;06/07/2010;STN
Bambuí             ;MG;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;2.000.000;17944.000988/2010-30;3105103;Deferido ;21/09/2010;STN
